city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-18 23:57:40,86,27,68.4,25.68,86
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-18 23:00:00,3,7,,,7
Tangerang,2025-12-18 23:00:00,30,23,,,30
Bekasi,2025-12-18 23:00:00,1,6,,,13
Jakarta,2025-12-18 23:58:40,89,29,68.37,25.7,89
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-18 23:00:00,3,7,,,7
Tangerang,2025-12-18 23:00:00,30,23,,,30
Bekasi,2025-12-18 23:00:00,1,6,,,13
Jakarta,2025-12-18 23:59:40,83,25,68.33,25.62,83
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-18 23:00:00,3,7,,,7
Tangerang,2025-12-18 23:00:00,30,23,,,30
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:02:40,83,25,68.44,25.6,83
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:02:40,83,25,68.44,25.6,83
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:04:40,80,24,68.5,25.6,80
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:06:40,87,27,68.6,25.5,87
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:07:40,78,23,68.6,25.5,78
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:08:40,70,20,68.41,25.5,70
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:09:40,73,21,68.5,25.5,73
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:10:40,74,21,68.62,25.5,74
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
Jakarta,2025-12-19 00:12:40,77,23,68.6,25.5,77
Depok,2025-12-18 21:10:54,40,9,65.57,26,40
Bogor,2025-12-19 00:00:00,3,8,,,8
Tangerang,2025-12-19 00:00:00,31,24,,,31
Bekasi,2025-12-19 00:00:00,1,7,,,13
