city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-11 23:58:57,171,74,61.47,27.6,171
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-11 23:59:57,169,72,61.7,27.6,169
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:00:57,169,72,61.67,27.6,169
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:01:57,171,75,61.68,27.6,171
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:03:58,172,75,61.75,27.6,172
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:05:57,169,73,61.7,27.6,169
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:05:57,169,73,61.7,27.6,169
Bogor,2025-12-11 23:00:00,8,26,,,26
Tangerang,2025-12-11 23:00:00,62,50,,,62
Bekasi,2025-12-11 23:00:00,59,29,,,59
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:07:57,167,70,62.07,27.55,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:07:57,167,70,62.07,27.55,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:09:58,165,67,61.97,27.53,165
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:09:58,165,67,61.97,27.53,165
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:11:58,166,71,62.02,27.5,166
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:13:58,170,74,62.17,27.5,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:14:57,171,74,62.2,27.5,171
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:15:58,171,73,62.2,27.5,171
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:16:58,171,73,62.25,27.5,171
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:17:58,171,74,62.4,27.42,171
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:18:58,168,72,62.47,27.4,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:21:58,168,71,62.47,27.4,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:21:58,168,71,62.47,27.4,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:23:58,168,73,62.65,27.4,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:23:58,168,73,62.65,27.4,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:25:58,170,73,62.9,27.32,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:25:58,170,73,62.9,27.32,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:27:58,167,70,62.98,27.3,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:29:58,168,72,62.92,27.3,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:30:58,170,72,62.88,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:31:58,168,71,63,27.3,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:32:58,170,71,63.03,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:33:58,167,70,63.13,27.27,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:34:58,168,71,63.13,27.22,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:36:58,168,70,63.28,27.25,168
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:37:58,166,68,63.27,27.28,166
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:39:58,167,70,63.1,27.25,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:39:58,167,70,63.1,27.25,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:42:01,167,68,63.2,27.25,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:42:01,167,68,63.2,27.25,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:43:58,167,70,63.17,27.27,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:45:58,166,69,63.2,27.23,166
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:45:58,166,69,63.2,27.23,166
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:47:58,167,71,63.18,27.3,167
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:48:58,170,73,63.17,27.28,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:49:58,172,75,63.12,27.3,172
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:51:58,170,74,63.05,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:52:58,170,72,63.25,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:53:58,170,73,63.2,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:54:58,170,73,63.07,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:55:59,170,71,62.92,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:56:58,170,73,63.02,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:57:58,172,74,62.9,27.3,172
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 00:59:58,170,73,62.88,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:01:58,170,74,62.83,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:01:58,170,74,62.83,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:03:58,170,72,62.98,27.3,170
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:04:58,171,73,62.77,27.3,171
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:05:58,172,74,62.68,27.35,172
Bogor,2025-12-12 00:00:00,8,27,,,27
Tangerang,2025-12-12 00:00:00,63,51,,,63
Bekasi,2025-12-12 00:00:00,65,31,,,65
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:06:58,171,74,62.8,27.38,171
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:07:58,172,75,62.85,27.38,172
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:08:58,171,75,62.75,27.4,171
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:10:58,171,74,62.7,27.35,171
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:11:58,171,73,62.67,27.33,171
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:13:58,170,72,62.57,27.35,170
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:13:58,170,72,62.57,27.35,170
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:14:59,166,70,62.6,27.33,166
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:15:58,168,71,62.52,27.32,168
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:16:59,170,73,62.7,27.38,170
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:20:08,168,70,62.63,27.4,168
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:21:09,171,73,62.5,27.4,171
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:22:08,170,74,62.38,27.4,170
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:23:07,177,80,62.37,27.4,177
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:24:07,178,81,62.4,27.4,178
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:25:09,183,85,62.38,27.4,183
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:26:08,184,87,62.4,27.4,184
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:28:08,185,87,62.4,27.5,185
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:29:08,183,85,62.27,27.47,183
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:30:10,181,83,62.25,27.47,181
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:31:08,180,82,62.28,27.5,180
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:32:08,173,77,62.28,27.48,173
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:33:09,171,73,62.33,27.5,171
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:34:08,174,76,62.28,27.5,174
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:36:08,173,75,62.22,27.5,173
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:38:08,174,76,62.2,27.5,174
Bogor,2025-12-12 01:00:00,8,27,,,27
Tangerang,2025-12-12 01:00:00,63,51,,,63
Bekasi,2025-12-12 01:00:00,71,32,,,71
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-12 01:39:08,169,71,62.18,27.5,169
Bogor,2025-12-12 01:00:00,8,27,,,27
