city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:00:01,181,83,62.9,26.2,181
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-04 23:00:00,92,66,,,92
Bekasi,2025-12-04 23:00:00,91,40,,,91
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:00:01,181,83,62.9,26.2,181
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-04 23:00:00,92,66,,,92
Bekasi,2025-12-04 23:00:00,91,40,,,91
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:02:01,171,73,63,26.2,171
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-04 23:00:00,92,66,,,92
Bekasi,2025-12-04 23:00:00,91,40,,,91
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:02:01,171,73,63,26.2,171
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-04 23:00:00,92,66,,,92
Bekasi,2025-12-04 23:00:00,91,40,,,91
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:04:01,173,76,63.05,26.15,173
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-04 23:00:00,92,66,,,92
Bekasi,2025-12-04 23:00:00,91,40,,,91
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:04:01,173,76,63.05,26.15,173
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-04 23:00:00,92,66,,,92
Bekasi,2025-12-04 23:00:00,91,40,,,91
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:05:10,167,68,62.93,26.15,167
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:08:11,159,62,63.03,26.13,159
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:08:11,159,62,63.03,26.13,159
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:10:01,154,59,63.05,26.2,154
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:11:01,141,56,62.95,26.2,141
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:12:01,131,53,62.93,26.2,131
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:13:01,132,53,62.92,26.18,132
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:15:01,128,53,62.93,26.2,128
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:16:01,130,53,62.98,26.18,130
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:17:01,131,52,63.02,26.12,131
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:18:01,140,55,63.1,26.12,140
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:20:01,126,52,63.08,26.1,126
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:20:01,126,52,63.08,26.1,126
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:22:01,131,52,63.07,26.12,131
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:24:01,128,52,63.12,26.1,128
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:24:01,128,52,63.12,26.1,128
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:26:08,128,52,63.27,26.1,128
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:26:08,128,52,63.27,26.1,128
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:28:01,128,52,63.17,26.1,128
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:29:01,130,52,63.12,26.1,130
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:30:01,133,53,63.18,26.1,133
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:31:01,133,53,63.25,26.1,133
Bogor,2025-11-30 17:00:00,15,19,,,-
Tangerang,2025-12-05 00:00:00,90,64,,,90
Bekasi,2025-12-05 00:00:00,90,39,,,90
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-12-05 00:33:01,133,53,63.27,26.1,133
Bogor,2025-11-30 17:00:00,15,19,,,-
