city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-06 23:58:03,154,58,59.5,28.93,154
Depok,2025-12-06 23:58:41,131,52,64.8,26.58,131
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-06 23:59:03,152,57,59.7,28.93,152
Depok,2025-12-06 23:59:41,130,52,64.75,26.52,130
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:00:03,152,58,59.68,28.93,152
Depok,2025-12-07 00:00:41,132,53,65,26.6,132
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:01:03,152,58,59.8,28.97,152
Depok,2025-12-07 00:01:41,127,51,64.87,26.6,127
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:02:03,150,56,59.67,29,150
Depok,2025-12-07 00:02:42,134,53,64.92,26.6,134
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:04:03,151,56,59.73,28.95,151
Depok,2025-12-07 00:04:42,128,52,65.01,26.6,128
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:06:03,150,56,59.7,29,150
Depok,2025-12-07 00:06:42,125,50,64.94,26.6,125
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:06:03,150,56,59.7,29,150
Depok,2025-12-07 00:06:42,125,50,64.94,26.6,125
Bogor,2025-12-06 23:00:00,0,24,,,24
Tangerang,2025-12-06 23:00:00,68,52,,,68
Bekasi,2025-12-06 23:00:00,78,36,,,78
Jakarta,2025-12-07 00:08:03,151,57,59.92,28.92,151
