city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-08 23:59:21,76,22,56.27,28.1,76
Depok,2025-12-08 23:59:32,94,34,64,26.7,94
Bogor,2025-12-08 23:00:00,5,21,,,21
Tangerang,2025-12-08 23:00:00,42,33,,,42
Bekasi,2025-12-08 23:00:00,29,21,,,29
Jakarta,2025-12-09 00:00:22,70,20,56.3,28.1,70
Depok,2025-12-09 00:00:32,92,34,64.05,26.7,92
Bogor,2025-12-08 23:00:00,5,21,,,21
Tangerang,2025-12-08 23:00:00,42,33,,,42
Bekasi,2025-12-08 23:00:00,29,21,,,29
Jakarta,2025-12-09 00:01:22,77,23,56.3,28.1,77
Depok,2025-12-09 00:01:32,93,34,64.01,26.7,93
Bogor,2025-12-08 23:00:00,5,21,,,21
Tangerang,2025-12-08 23:00:00,42,33,,,42
Bekasi,2025-12-08 23:00:00,29,21,,,29
Jakarta,2025-12-09 00:02:22,77,23,56.3,28.1,77
Depok,2025-12-09 00:02:32,91,33,64.1,26.7,91
Bogor,2025-12-08 23:00:00,5,21,,,21
Tangerang,2025-12-08 23:00:00,42,33,,,42
Bekasi,2025-12-08 23:00:00,29,21,,,29
Jakarta,2025-12-09 00:03:22,69,20,56.33,28.1,69
Depok,2025-12-09 00:03:32,91,32,64.12,26.7,91
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:05:22,74,21,56.4,28.1,74
Depok,2025-12-09 00:05:33,88,32,64.18,26.7,88
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:07:22,79,23,56.42,28.1,79
Depok,2025-12-09 00:07:32,92,32,64.25,26.7,92
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:07:22,79,23,56.42,28.1,79
Depok,2025-12-09 00:07:32,92,32,64.25,26.7,92
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:09:22,69,19,56.4,28.1,69
Depok,2025-12-09 00:09:32,89,33,64.23,26.65,89
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:09:22,69,19,56.4,28.1,69
Depok,2025-12-09 00:09:32,89,33,64.23,26.65,89
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:11:22,79,25,56.4,28.1,79
Depok,2025-12-09 00:11:34,85,32,64.33,26.65,85
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:11:22,79,25,56.4,28.1,79
Depok,2025-12-09 00:11:34,85,32,64.33,26.65,85
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:14:22,83,25,56.3,28.15,83
Depok,2025-12-09 00:13:34,91,33,64.37,26.63,91
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:15:22,80,25,56.3,28.2,80
Depok,2025-12-09 00:15:35,89,32,64.28,26.7,89
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:16:22,77,22,56.27,28.2,77
Depok,2025-12-09 00:16:32,90,30,64.15,26.72,90
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:17:22,71,20,56.25,28.2,71
Depok,2025-12-09 00:17:32,91,32,64.03,26.8,91
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
Bekasi,2025-12-09 00:00:00,26,20,,,26
Jakarta,2025-12-09 00:18:22,79,25,56.27,28.2,79
Depok,2025-12-09 00:18:33,86,28,63.87,26.83,86
Bogor,2025-12-09 00:00:00,5,22,,,22
Tangerang,2025-12-09 00:00:00,42,33,,,42
