city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-11-17 23:58:13,52,13,49.71,29.2,52
Depok,2025-11-17 23:57:53,115,47,49.37,29.48,115
Bogor,2025-11-17 23:00:00,2,13,,,55
Tangerang,2025-11-17 23:00:00,32,25,,,32
Bekasi,2025-11-17 23:00:00,1,11,,,11
Jakarta,2025-11-18 00:00:14,52,12,49.74,29.2,52
Depok,2025-11-17 23:59:53,117,49,49.43,29.45,117
Bogor,2025-11-17 23:00:00,2,13,,,55
Tangerang,2025-11-17 23:00:00,32,25,,,32
Bekasi,2025-11-17 23:00:00,1,11,,,11
Jakarta,2025-11-18 00:00:14,52,12,49.74,29.2,52
Depok,2025-11-17 23:59:53,117,49,49.43,29.45,117
Bogor,2025-11-17 23:00:00,2,13,,,55
Tangerang,2025-11-17 23:00:00,32,25,,,32
Bekasi,2025-11-17 23:00:00,1,11,,,11
Jakarta,2025-11-18 00:02:14,51,11,49.84,29.2,51
Depok,2025-11-18 00:01:53,108,44,49.55,29.43,108
Bogor,2025-11-17 23:00:00,2,13,,,55
Tangerang,2025-11-17 23:00:00,32,25,,,32
Bekasi,2025-11-17 23:00:00,1,11,,,11
Jakarta,2025-11-18 00:02:14,51,11,49.84,29.2,51
Depok,2025-11-18 00:01:53,108,44,49.55,29.43,108
Bogor,2025-11-17 23:00:00,2,13,,,55
Tangerang,2025-11-17 23:00:00,32,25,,,32
Bekasi,2025-11-17 23:00:00,1,11,,,11
Jakarta,2025-11-18 00:04:14,57,14,49.87,29.18,57
Depok,2025-11-18 00:03:53,97,37,49.52,29.4,97
Bogor,2025-11-17 23:00:00,2,13,,,55
Tangerang,2025-11-17 23:00:00,32,25,,,32
Bekasi,2025-11-17 23:00:00,1,11,,,11
Jakarta,2025-11-18 00:05:14,50,12,49.87,29.2,50
Depok,2025-11-18 00:04:53,93,38,49.58,29.4,93
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:07:14,55,13,49.89,29.2,55
Depok,2025-11-18 00:06:53,101,40,49.7,29.4,101
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:07:14,55,13,49.89,29.2,55
Depok,2025-11-18 00:07:53,99,39,49.7,29.4,99
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:09:14,56,13,49.91,29.2,56
Depok,2025-11-18 00:08:54,98,41,49.77,29.38,98
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:10:14,59,15,49.91,29.17,59
Depok,2025-11-18 00:09:53,100,41,49.62,29.37,100
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:11:14,54,14,49.99,29.1,54
Depok,2025-11-18 00:10:53,102,40,49.8,29.35,102
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:12:14,52,12,50.01,29.1,52
Depok,2025-11-18 00:11:53,99,39,49.78,29.35,99
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:13:14,55,14,50.02,29.1,55
Depok,2025-11-18 00:14:02,92,34,50.08,29.3,92
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:14:14,50,11,50.02,29.1,50
Depok,2025-11-18 00:15:01,99,42,49.93,29.3,99
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:16:58,53,12,50.11,29.08,53
Depok,2025-11-18 00:16:54,119,51,49.95,29.3,119
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:16:58,53,12,50.11,29.08,53
Depok,2025-11-18 00:16:54,119,51,49.95,29.3,119
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:18:58,46,10,50.11,29.08,46
Depok,2025-11-18 00:18:54,95,38,49.88,29.3,95
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:18:58,46,10,50.11,29.08,46
Depok,2025-11-18 00:18:54,95,38,49.88,29.3,95
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
Bekasi,2025-11-18 00:00:00,1,11,,,11
Jakarta,2025-11-18 00:20:58,63,18,50.22,29.1,63
Depok,2025-11-18 00:20:54,103,42,50.08,29.3,103
Bogor,2025-11-18 00:00:00,2,12,,,55
Tangerang,2025-11-18 00:00:00,34,26,,,34
