city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-23 21:24:49,180,82,59.92,29.08,180
Bogor,2025-12-23 23:00:00,5,39,,,39
Tangerang,2025-12-23 23:00:00,63,52,,,63
Bekasi,2025-12-23 23:00:00,73,30,,,73
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-23 21:24:49,180,82,59.92,29.08,180
Bogor,2025-12-23 23:00:00,5,39,,,39
Tangerang,2025-12-23 23:00:00,63,52,,,63
Bekasi,2025-12-23 23:00:00,73,30,,,73
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-23 21:24:49,180,82,59.92,29.08,180
Bogor,2025-12-23 23:00:00,5,39,,,39
Tangerang,2025-12-23 23:00:00,63,52,,,63
Bekasi,2025-12-23 23:00:00,73,30,,,73
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-23 21:24:49,180,82,59.92,29.08,180
Bogor,2025-12-23 23:00:00,5,39,,,39
Tangerang,2025-12-23 23:00:00,63,52,,,63
Bekasi,2025-12-23 23:00:00,73,30,,,73
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:03:18,165,68,62.9,27.5,165
Bogor,2025-12-23 23:00:00,5,39,,,39
Tangerang,2025-12-23 23:00:00,63,52,,,63
Bekasi,2025-12-23 23:00:00,73,30,,,73
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:04:18,165,67,62.83,27.5,165
Bogor,2025-12-23 23:00:00,5,39,,,39
Tangerang,2025-12-23 23:00:00,63,52,,,63
Bekasi,2025-12-23 23:00:00,73,30,,,73
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:04:18,165,67,62.83,27.5,165
Bogor,2025-12-24 00:00:00,5,38,,,38
Tangerang,2025-12-24 00:00:00,62,52,,,62
Bekasi,2025-12-24 00:00:00,66,27,,,66
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:04:18,165,67,62.83,27.5,165
Bogor,2025-12-24 00:00:00,5,38,,,38
Tangerang,2025-12-24 00:00:00,62,52,,,62
Bekasi,2025-12-24 00:00:00,66,27,,,66
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:08:20,165,68,62.1,27.75,165
Bogor,2025-12-24 00:00:00,5,38,,,38
Tangerang,2025-12-24 00:00:00,62,52,,,62
Bekasi,2025-12-24 00:00:00,66,27,,,66
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:09:20,165,68,62.1,27.8,165
Bogor,2025-12-24 00:00:00,5,38,,,38
Tangerang,2025-12-24 00:00:00,62,52,,,62
Bekasi,2025-12-24 00:00:00,66,27,,,66
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:10:21,165,67,62.1,27.8,165
Bogor,2025-12-24 00:00:00,5,38,,,38
Tangerang,2025-12-24 00:00:00,62,52,,,62
Bekasi,2025-12-24 00:00:00,66,27,,,66
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-24 00:11:20,165,68,62.13,27.8,165
