city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-22 23:59:14,138,54,63.22,26.93,138
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-22 23:59:14,138,54,63.22,26.93,138
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-23 00:01:14,157,61,63.15,26.97,157
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-23 00:01:14,157,61,63.15,26.97,157
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-23 00:03:15,158,63,62.93,26.98,158
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-23 00:04:14,161,64,63.02,26.95,161
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-23 00:05:14,168,73,63.05,26.95,168
Bogor,2025-11-22 23:00:00,5,16,,,56
Tangerang,2025-11-22 23:00:00,56,45,,,56
Bekasi,2025-11-22 23:00:00,70,38,,,70
Jakarta,2025-11-22 19:39:18,151,57,60.82,28.5,-
Depok,2025-11-23 00:07:14,174,77,63.02,26.92,174
