city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-11-15 23:59:28,66,18,60.2,27.6,66
Depok,2025-11-15 23:59:27,75,23,58.23,27.95,75
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:00:29,74,23,60.2,27.6,74
Depok,2025-11-16 00:00:27,76,26,58.28,28,76
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:01:28,69,20,60.07,27.68,69
Depok,2025-11-16 00:01:27,77,26,58.32,27.97,77
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:02:28,70,21,59.92,27.7,70
Depok,2025-11-16 00:02:27,79,26,58.27,28,79
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:03:28,68,18,59.79,27.7,68
Depok,2025-11-16 00:03:27,87,30,58.32,28,87
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:04:28,74,21,59.6,27.78,74
Depok,2025-11-16 00:04:27,75,26,58.35,27.93,75
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:06:28,73,21,59.74,27.7,73
Depok,2025-11-16 00:06:27,80,27,58.38,27.95,80
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:07:31,62,17,59.8,27.7,62
Depok,2025-11-16 00:07:27,77,24,58.45,27.9,77
Bogor,2025-11-15 23:00:00,10,21,,,55
Tangerang,2025-11-15 23:00:00,53,40,,,53
Bekasi,2025-11-15 23:00:00,6,20,,,20
Jakarta,2025-11-16 00:08:28,63,17,59.8,27.7,63
Depok,2025-11-16 00:08:27,73,23,58.55,27.9,73
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:10:33,73,22,59.72,27.75,73
Depok,2025-11-16 00:10:27,73,25,58.63,27.9,73
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:10:33,73,22,59.72,27.75,73
Depok,2025-11-16 00:10:27,73,25,58.63,27.9,73
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:12:37,75,24,59.72,27.8,75
Depok,2025-11-16 00:12:27,78,27,58.78,27.87,78
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:13:33,87,27,59.75,27.8,87
Depok,2025-11-16 00:14:27,76,24,58.83,27.85,76
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:15:32,76,23,59.79,27.8,76
Depok,2025-11-16 00:15:27,76,24,58.85,27.85,76
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:16:30,70,20,59.79,27.8,70
Depok,2025-11-16 00:16:27,79,26,58.82,27.87,79
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:17:29,71,20,59.7,27.8,71
Depok,2025-11-16 00:17:27,78,24,58.87,27.8,78
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:18:28,68,19,59.65,27.8,68
Depok,2025-11-16 00:18:27,80,25,58.9,27.8,80
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:19:28,70,21,59.7,27.8,70
Depok,2025-11-16 00:19:27,79,24,58.88,27.8,79
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:20:30,70,20,59.7,27.8,70
Depok,2025-11-16 00:20:27,76,26,58.95,27.8,76
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:21:28,71,22,59.64,27.8,71
Depok,2025-11-16 00:21:27,76,24,58.95,27.8,76
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:23:28,66,18,59.57,27.82,66
Depok,2025-11-16 00:23:27,75,24,58.9,27.8,75
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:24:28,70,20,59.7,27.8,70
Depok,2025-11-16 00:24:27,75,25,59.02,27.72,75
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:25:28,76,23,59.72,27.8,76
Depok,2025-11-16 00:25:27,78,24,59.17,27.7,78
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:27:29,74,22,59.74,27.8,74
Depok,2025-11-16 00:27:27,75,24,59.18,27.7,75
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:27:29,74,22,59.74,27.8,74
Depok,2025-11-16 00:27:27,75,24,59.18,27.7,75
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:28:29,68,19,59.6,27.8,68
Depok,2025-11-16 00:28:27,76,25,59.22,27.7,76
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:30:29,70,20,59.8,27.8,70
Depok,2025-11-16 00:30:27,71,20,59.22,27.7,71
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:32:39,72,21,59.85,27.77,72
Depok,2025-11-16 00:32:27,61,19,59.37,27.7,61
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:33:31,75,22,59.95,27.72,75
Depok,2025-11-16 00:33:27,60,17,59.3,27.63,60
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:34:29,69,19,59.9,27.73,69
Depok,2025-11-16 00:34:27,49,15,59.18,27.65,49
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:35:29,81,25,59.92,27.7,81
Depok,2025-11-16 00:35:27,50,17,59.17,27.6,50
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:36:29,65,18,59.9,27.7,65
Depok,2025-11-16 00:36:27,35,9,59.23,27.6,35
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:37:29,77,24,60.05,27.7,77
Depok,2025-11-16 00:37:27,27,8,59.17,27.6,27
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:38:29,67,19,60.19,27.65,67
Depok,2025-11-16 00:38:27,49,13,59.15,27.6,49
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:40:29,75,22,60.2,27.6,75
Depok,2025-11-16 00:40:27,28,7,59.18,27.58,28
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:41:29,72,21,60.35,27.6,72
Depok,2025-11-16 00:41:27,24,6,59.25,27.55,24
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:42:29,68,19,60.44,27.6,68
Depok,2025-11-16 00:42:27,19,5,59.15,27.6,19
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:43:29,73,21,60.45,27.6,73
Depok,2025-11-16 00:43:27,20,6,59.15,27.6,20
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
Jakarta,2025-11-16 00:44:29,75,23,60.4,27.6,75
Depok,2025-11-16 00:44:27,17,4,59.05,27.57,17
Bogor,2025-11-16 00:00:00,11,21,,,55
Tangerang,2025-11-16 00:00:00,53,40,,,53
Bekasi,2025-11-16 00:00:00,6,19,,,19
