city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-14 23:56:54,0,0,60.73,26.77,0
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-14 23:59:54,0,0,60.73,26.8,0
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-14 23:59:54,0,0,60.83,26.8,0
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-14 23:59:54,0,0,60.8,26.8,0
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-15 00:02:54,0,0,60.85,26.8,0
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-15 00:03:55,0,1,60.82,26.78,1
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-15 00:06:55,0,1,61.05,26.77,1
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
Jakarta,2025-12-09 13:23:41,90,29,37.93,34,-
Depok,2025-12-15 00:06:55,0,1,61.05,26.77,1
Bogor,2025-12-14 23:00:00,4,10,,,10
Tangerang,2025-12-14 23:00:00,20,16,,,20
Bekasi,2025-12-14 23:00:00,1,7,,,7
