city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-11-13 23:57:45,51,12,58.77,27.52,51
Depok,2025-11-13 23:57:45,75,24,55.88,27.6,75
Bogor,2025-11-13 23:00:00,0,10,,,55
Tangerang,2025-11-13 23:00:00,26,21,,,26
Bekasi,2025-11-13 23:00:00,0,9,,,9
Jakarta,2025-11-13 23:59:45,50,12,58.8,27.55,50
Depok,2025-11-13 23:59:45,72,23,56,27.6,72
Bogor,2025-11-13 23:00:00,0,10,,,55
Tangerang,2025-11-13 23:00:00,26,21,,,26
Bekasi,2025-11-13 23:00:00,0,9,,,9
Jakarta,2025-11-13 23:59:45,50,12,58.8,27.55,50
Depok,2025-11-13 23:59:45,72,23,56,27.6,72
Bogor,2025-11-13 23:00:00,0,10,,,55
Tangerang,2025-11-13 23:00:00,26,21,,,26
Bekasi,2025-11-13 23:00:00,0,9,,,9
Jakarta,2025-11-14 00:01:45,38,8,58.7,27.58,38
Depok,2025-11-14 00:01:45,75,25,56.05,27.6,75
Bogor,2025-11-13 23:00:00,0,10,,,55
Tangerang,2025-11-13 23:00:00,26,21,,,26
Bekasi,2025-11-13 23:00:00,0,9,,,9
Jakarta,2025-11-14 00:03:45,40,10,58.69,27.57,40
Depok,2025-11-14 00:03:45,70,22,56.13,27.6,70
Bogor,2025-11-14 00:00:00,0,12,,,55
Tangerang,2025-11-14 00:00:00,26,22,,,26
Bekasi,2025-11-14 00:00:00,0,8,,,8
Jakarta,2025-11-14 00:03:45,40,10,58.69,27.57,40
Depok,2025-11-14 00:03:45,70,22,56.13,27.6,70
Bogor,2025-11-14 00:00:00,0,12,,,55
Tangerang,2025-11-14 00:00:00,26,22,,,26
Bekasi,2025-11-14 00:00:00,0,8,,,8
Jakarta,2025-11-14 00:05:46,45,10,58.74,27.58,45
Depok,2025-11-14 00:06:45,75,23,55.98,27.68,75
Bogor,2025-11-14 00:00:00,0,12,,,55
Tangerang,2025-11-14 00:00:00,26,22,,,26
Bekasi,2025-11-14 00:00:00,0,8,,,8
Jakarta,2025-11-14 00:07:46,38,8,58.52,27.6,38
Depok,2025-11-14 00:07:45,76,24,56.03,27.7,76
Bogor,2025-11-14 00:00:00,0,12,,,55
Tangerang,2025-11-14 00:00:00,26,22,,,26
Bekasi,2025-11-14 00:00:00,0,8,,,8
